codice-isil;codice-sbn;denominazione;indirizzo;frazione;cap;comune;codice istat comune;provincia;regione;codice istat provincia;latitudine;longitudine;telefono;fax;email;url
IT-NA0780;CAMNM;Biblioteca Edizioni Neomediaitalia;Via Massimiliano Kolbe, 2;;80048;Sant'Anastasia;063072;Napoli;CAMPANIA;063;40,8655789;14,4019000000001;+39 338 3434344;;biblioteca@edizionineomediaitalia.it;http://www.edizionineomediaitalia.it/
IT-NA0781;NAPPO;Biblioteca di Portosalvo;Via Iasolino 2;;80070;Ischia;063037;Napoli;CAMPANIA;063;40,743468;13,93942;;;biblioportosalvo@gmail.it;
IT-NA0782;CAMCG;Biblioteca dell'Archivio storico CGIL Campania;via Torino, 16;;80142;Napoli;063049;Napoli;CAMPANIA;063;40,85375;14,26969;+39 081 3456111 - 268;;biblioteca@cgilcampania.it;http://www.cgilcampania.it/storico.html
IT-NA0783;NAPUM;Biblioteca del Liceo Umberto I;Piazza G. Amendola 6;;80121;Napoli;063049;Napoli;CAMPANIA;063;40,8355836;14,2373147000001;+39 081415084;+39 081 7944596;napc14000p@istruzione.it;
IT-NA0784;;Biblioteca dell'Istituto Comprensivo San Rocco;Via Castelbelvedere 3;;80016;Marano di Napoli;063041;Napoli;CAMPANIA;063;40,90132;14,1463;+39 0815761932;;naic8gh00t@istruzione.it;
IT-NA0789;;Biblioteca della Fondazione Ezio De Felice. Sezione distaccata;via CALATA TRINITÀ MAGGIORE 4;;80134;Napoli;063049;Napoli;CAMPANIA;063;;;0815751121;+39 0815751121;segreteria@fondazionedefelice.it;www.fondazionedefelice.it
IT-NA0792;NAPTL;Biblioteca dell'Istituto Superiore A. Tilgher;Via Casampora 3;;80056;Ercolano;063064;Napoli;CAMPANIA;063;40,7976;14,36491;+39 0817396340;+39 0817396269;nais01100g@istruzione.it;https://www.adrianotilgher.edu.it/
IT-NA0793;NAPFU;Biblioteca scolastica Salvatore Giordano. I.C. Amanzio-Ranucci-Alfieri - plesso Amanzio;Piazza Tieste e Trento 1;;80016;Marano di Napoli;063041;Napoli;CAMPANIA;063;40,8899594;14,1916736000001;+39 0817426247;+39 0817420440;biblioteca.giordano@gmail.com;www.icamanzioranuccialfieri.it
IT-NA0794;NAPRL;Biblioteca ISIS Levi Montalcini;Via Vaiani 44;;80010;Quarto;063063;Napoli;CAMPANIA;063;40,8818375;14,1461849;+39. 0818060529;+39 0818061330;nais03700q@istruzione.it;https://www.isisquarto.edu.it/
IT-NA0795;NAPIP;Biblioteca dell'Associazione Italia Portogallo;Via Nardones 118;;80132;Napoli;063049;Napoli;CAMPANIA;063;40,8374051;14,2480609;+39 081413540;;aipna@yahoo.it;http://www.lusomondo-italia.it/BIBLIOTECA.htm
IT-NA0796;;Biblioteca Multiculturale e Centro di Documentazione;piazza Enrico De Nicola, 46;San Lorenzo;80139;Napoli;063049;Napoli;CAMPANIA;063;40,8533701;14,263182;+39 081293390;+39 081297380;centrodocumentazione@coopdedalus.org;www.biblio.coopdedalus.org
IT-NA0797;NAPPT;Biblioteca dell'Istituto statale tecnico commerciale e per geometri Vilfredo Pareto;via Raimondo Annecchino;;80078;Pozzuoli;063060;Napoli;CAMPANIA;063;40,8341728;14,1035199;+39 0818664962;+39 0818046777;biblioteca@itcgpareto.com;www.itcgpareto.com/
IT-NA0802;NAPMU;Biblioteca della Sezione bibliografica del Museo Universitario delle Scienze e delle Arti - MUSA;Via Luciano Armanni, 5;;80138;Napoli;063049;Napoli;CAMPANIA;063;40,8528149;14,2557349;+39 0815667085;;musa.bibliografica@unicampania.it;https://www.unina2.it/index.php/musa#sezione-bibliografica
IT-NA0803;CAMFC;Biblioteca San Felice;via Abate Felice Toscano, 13;;80038;Pomigliano d'Arco;063057;Napoli;CAMPANIA;063;40,9101303;14,3829123;;;info@chiesasanfelice.it;
IT-NA0804;CAMDB;Biblioteca del Liceo classico Gaetano De Bottis;viale Generale Carlo Alberto Dalla Chiesa, 4;;80059;Torre del Greco;063084;Napoli;CAMPANIA;063;40,7825285;14,3752686;+39 0818818533;;napc060003@istruzione.it;http://www.liceoclassicodebottis.gov.it/biblioteca/
IT-NA0806;PBEP0;Biblioteca del Convento di S. Maria del Pozzo;Via Santa Maria del Pozzo, 114;;80049;Somma Vesuviana;063079;Napoli;CAMPANIA;063;40,8830601930764;14,4348079386231;+39 081 5317012;;segreteriaprov@ofmna.org;http://www.santamariadelpozzo.it/contatti/
IT-NA0807;NAPLG;Biblioteca dell'Accademia della moda;Via Giuseppe Pica 62;;80142;Napoli;063049;Napoli;CAMPANIA;063;40,8512755;14,2713234;+39 0815540383;+39 0815540383;info@accademiamoda.it;http://www.accademiamoda.it/
IT-NA0808;CAMVI;Biblioteca Missionari della Divina Redenzione;Via Camaldoli, 91;;80030;Visciano;063088;Napoli;CAMPANIA;063;;;+39 081.8299216;;bibliotecacamaldoli@libero.it;
IT-NA0809;CAMAV;Biblioteca dell'Accademia vesuviana di tradizioni etnostoriche;Via Santa Maria del Castello 127;;80049;Somma Vesuviana;063079;Napoli;CAMPANIA;063;40,8510532;14,4343081;+39 0818931612;+39 0818931127;accademia.tradizioni@virgilio.it;http://www.accademiaetnostorica.it/
IT-NA0810;CAMBL;Biblioteca Centro educativo Bartolo Longo;Via Sacra, 39;;80045;Pompei;063058;Napoli;CAMPANIA;063;40,7469289;14,5010397999999;+39 380.2999061;;frizrf@libero.it;
IT-NA0811;CAMPL;"Biblioteca parrocchiale ""don Peppino Lannia""";Viale Nikita Kruscev, 21/23;;80078;Pozzuoli;063060;Napoli;CAMPANIA;063;40,841198;14,099037;+39 081.8663033;;biblioteca.donpeppinolannia@gmail.com;
IT-NA0812;NAPJS;Biblioteca del Liceo classico statale Jacopo Sannazaro;Via Giacomo Puccini 12;;80127;Napoli;063049;Napoli;CAMPANIA;063;40,8415844668307;14,2347406927292;+39 0815789558;+39 0812207575;napc11000v@istruzione.it;https://www.liceojsannazaro.edu.it/la-biblioteca-sannazariana/
IT-NA0813;NAPPN;Biblioteca Scuole Pie Napoletane;Via Giacomo Leopardi, 101;;80125;Napoli;063049;Napoli;CAMPANIA;063;40,8286583;14,199807299999975;+39 081.2396815;;bibliotecaspn@scuolepie.it;
IT-NA0814;NAPIG;Biblioteca dell’Istituto superiore statale Gentileschi;via Nuova Agnano, 30;;80125;Napoli;063049;Napoli;CAMPANIA;063;40,8192552803328;14,1751641693115;+39 0817624019;;nais06800b@istruzione.it;https://www.istitutosuperioregentileschi.edu.it/
IT-NA0815;CAMAA;Bibliomediateca ARCCA;Via Generale Giordano Orsini, 30;;80132;Napoli;063049;Napoli;CAMPANIA;063;40,8313422;14,2498093;+39 081 5624561;+39 081 5628569;serviziobiblioteca@scabec.it;www.scabec.it
IT-NA0816;NAPBH;Biblioteca della Parrocchia della Cesarea;Piazza Cesarea, 5;;80136;Napoli;063049;Napoli;CAMPANIA;063;40,85152;14,241289999999935;+39 0815493317;;info@cesarea.it;
IT-NA0817;NAPOS;Biblioteca dell'Associazione culturale Sebezia onlus;Piazza Cesarea, 5;;80136;Napoli;063049;Napoli;CAMPANIA;063;40,85152;14,241289999999935;+39 3474874828;;sebeziaonlus@gmail.com;https://it-it.facebook.com/Sebeziaonlus/
IT-NA0818;NAPAQ;Biblioteca dell'Archivio storico della Provincia napoletana del SS. Cuore di Gesù;Via S. Chiara 49/c;;80134;Napoli;063049;Napoli;CAMPANIA;063;40,8458999;14,2542406;+39 081 5526277;+39 081 5526270;segreteriaprov@ofmna.org;
IT-NA0820;NAPAU;Biblioteca dell'Accademia nazionale di Scherma;Via San Domenico, 109;;80126;Napoli;063049;Napoli;CAMPANIA;063;40,8425307;14,211642200000028;+39 0817617324;;accademianazionalescherma@gmail.com;www.accademiazionaledischerma.it
IT-NA0822;CAMN4;Biblioteca Salesiana Maria Ausiliatrice;via Enrico Alvino, 9;;80127;Napoli;063049;Napoli;CAMPANIA;063;40,8429714;14,2302834;+39 0815781512;;biblioteca.mariaausiliatrice@gmail.com;http://mariaausiliatrice.net/
IT-NA0823;CAMC4;Biblioteca Santa Maria di Pozzano;Largo Pozzano, 3;;80053;Castellammare di Stabia;063024;Napoli;CAMPANIA;063;40,68981;14,46017;+39 0818026070;;bibliotechefratiminimi@gmail.com;
IT-NA0824;CAMFQ;Biblioteca Italo Calvino;via Portacarrese a Montecalvario, 69;;80134;Napoli;063049;Napoli;CAMPANIA;063;40,842387;14,2462029;+39 08119174938;;segreteria@foqusnapoli.it;https://www.foqusnapoli.it/
IT-NO0004;;Biblioteca civica;piazza Travaglini;;28010;Barengo;003012;Novara;PIEMONTE;003;45,5747278;8,5119509;+39 0321997134;+39 0321997375;segreteria@comune.barengo.no.it;
IT-NO0007;TO1NB;"Biblioteca comunale ""Carlo Calcaterra""";Piazza Mons. Raspini 4;;28043;Bellinzago Novarese;003016;Novara;PIEMONTE;003;45,5712967;8,642217800000026;+39 0321985634;;biblioteca@comune.bellinzago.no.it;https://www.comune.bellinzago.no.it/it-it/home
IT-NO0011;TO0D6;Biblioteca pubblica e Casa della cultura. Fondazione Achille Marazza;viale A. MARAZZA 5;;28021;Borgomanero;003024;Novara;PIEMONTE;003;45,7007022;8,4676988;032281485;+39 0322845206;fond.marazza@tiscali.it;www.fondazionemarasca.it
IT-NO0012;TO0W4;Biblioteca civica;regione PRATO DELLE GERE 3;;28010;Briga Novarese;003026;Novara;PIEMONTE;003;45,7315738;8,4511427;0322955731;+39 0322913690;biblioteca@comune.briga-novarese.no.it;
IT-NO0013;TO1NC;Biblioteca civica;Via Novara 20;;28062;Cameri;003032;Novara;PIEMONTE;003;45,50078999999999;8,661139999999932;+39 0321510100;;biblioteca@comune.cameri.no.it;http://www.comune.cameri.no.it/it-it/biblioteca
IT-NO0017;;Biblioteca civica;via della Fossa;;28064;Carpignano Sesia;003036;Novara;PIEMONTE;003;45,5357507;8,4158476;+39 0321824418;+39 0321825643;info@comune.carpignanosesia.no.it;www.comune.carpignanosesia.no.it
IT-NO0019;;Biblioteca civica;via SAN PIETRO 1;;28060;Casalvolone;003041;Novara;PIEMONTE;003;45,3993366;8,4613926;0161315157;+39 0161315157;;
IT-NO0021;TO0W6;Biblioteca civica;piazza DELLA CHIESA 4;;28010;Cavaglietto;003044;Novara;PIEMONTE;003;45,6027788;8,5012131;0322806101;+39 0322806101;ANAGRAFE@COMUNE.CAVAGLIETTO.NO.IT;
IT-NO0022;TO1NE;Biblioteca comunale;Viale Marchetti 20;;28065;Cerano;003049;Novara;PIEMONTE;003;45,411131;8,785252000000014;+39 0321726704;;biblioteca@comune.cerano.no.it;http://www.comune.cerano.no.it/it/servizi--biblioteca.php
IT-NO0024;;Biblioteca Comunale Aldo Marchini;via Jean de Fernex, 13;;28012;Cressa;003055;Novara;PIEMONTE;003;45,6479289;8,5076133;+39 0322863610;+39 0322863112;bibliotecadicressa@gmail.com;www.comune.cressa.no.it/it-it/servizi/studiare-c/biblioteca-132-145-1-4bada39ff8e7d4068eff9e905ea82b09
IT-NO0026;TO0WA;Biblioteca civica;piazza GIOVANNI XXIII;;28060;Cureggio;003058;Novara;PIEMONTE;003;45,6753492;8,4613961;03295908261;+39 0322839828;biblioteca@comune.cureggio.no.it;
IT-NO0027;TO0WB;Biblioteca civica;via Roma 3;;28010;Divignano;003060;Novara;PIEMONTE;003;45,6617364;8,6008692;0321995375;;;
IT-NO0031;;Biblioteca civica di Fara Novarese;piazza Liberta' 16;;28073;Fara Novarese;003065;Novara;PIEMONTE;003;45,5554665;8,4591349;+390321829261;+39 0321829261;biblioteca@comune.faranovarese.no.it;
IT-NO0032;TO0WD;Biblioteca civica;piazza della Vittoria 2;;28010;Fontaneto d'Agogna;003066;Novara;PIEMONTE;003;45,6394887;8,4842395;032289122;+39 032289122;;
IT-NO0033;TO1NG;Biblioteca comunale;Piazza Vittorio Veneto 5;;28066;Galliate;003068;Novara;PIEMONTE;003;45,47845208499099;8,696218522090135;+39 03211800789;;biblioteca@comune.galliate.no.it;http://www.comune.galliate.no.it/
IT-NO0034;;Biblioteca civica;via G. Matteotti 39;;28070;Garbagna Novarese;003069;Novara;PIEMONTE;003;45,387669;8,6599824;0321845110;+39 0321845407;;
IT-NO0035;;Biblioteca civica;via LEONARDI 3;;28013;Gattico-Veruno;003166;Novara;PIEMONTE;003;45,7101137;8,5191181;0322838988;+39 0322838811;;
IT-NO0036;;Biblioteca civica Alessandro Antonelli;via Quintino Sella, 4-6;;28074;Ghemme;003073;Novara;PIEMONTE;003;45,59768469999999;8,4203051;+39 01638409826;+39 0163841551;biblioteca@comune.ghemme.novara.it;www.comune.ghemme.novara.it/it-it/vivere-il-comune/cultura/biblioteca-civica-alessandro-antonelli-8758-1-4f6d4543da6cc8dd8aced7c4aabd3f39
IT-NO0039;;BIBLIOTECA PUBBLICA ANTONIO MAZZETTI;via DANTE ALIGHIERI 90;;28024;Gozzano;003076;Novara;PIEMONTE;003;0;0;0322955676;+39 0322917110;biblioteca@comune.gozzano.no.it;
IT-NO0043;TO0WH;Biblioteca civica;via Pulazzini 17;;28045;Invorio;003082;Novara;PIEMONTE;003;45,757771;8,4854534;0322255104;+39 0322255104;;
IT-NO0044;TO0WJ;Biblioteca civica;via Gattico, 13;;28014;Maggiora;003088;Novara;PIEMONTE;003;45,691277;8,4204878;+39 0322866742;+39 032287877;segreteria@comune.maggiora.no.it;www.comune.maggiora.no.it/servizi/biblioteca.aspx
IT-NO0046;TO0WM;Biblioteca civica;via Cristoforo Colombo, 11;;28040;Massino Visconti;003093;Novara;PIEMONTE;003;45,82295999999999;8,5392499;+39 0322219120;+39 0322219120;massino.visconti@libero.it;www.comune.massinovisconti.no.it/it-it/servizi/vivere-il-tempo-libero-e-la-cultura-c/biblioteca-132-35-1-bab4c5adfc74c53e0771c83e6543fd2a
IT-NO0047;;Biblioteca civica;Via Mazzini 1, c/o Centro culturale Canton Balin;;28046;Meina;003095;Novara;PIEMONTE;003;45,78904499999999;8,538190999999983;+39 0322660724;;biblioteca.meina@gmail.com;http://www.comune.meina.no.it/it-it/home
IT-NO0048;TO1NR;Biblioteca civica;Via Santa Maria 10;;28040;Mezzomerico;003097;Novara;PIEMONTE;003;45,6203009;8,604596899999933;+39 0321976629;;biblioteca@comune.mezzomerico.no.it;http://www.comune.mezzomerico.no.it/it-it/vivere-il-comune/cultura
IT-NO0051;TO0WN;Biblioteca Comunale Girolamo Pescatore;via Valesia, 10;;28015;Momo;003100;Novara;PIEMONTE;003;45,5726868;8,552806799999999;+39 0321926021;+39 0321926186;biblioteca.momo@libero.it;www.comune.momo.no.it/it-it/servizi/studiare-c/biblioteca-132-145-1-4bada39ff8e7d4068eff9e905ea82b09
IT-NO0053;;Biblioteca capitolare di Santa Maria;Vicolo della Canonica, 9;;28100;Novara;003106;Novara;PIEMONTE;003;45,4454459;8,6188187;+39 0321.661636;;archivio@diocesinovara.it;
IT-NO0054;UPO08;Biblioteca civica Carlo Negroni;corso F. Cavallotti 4;;28100;Novara;003106;Novara;PIEMONTE;003;45,4468272;8,6225787;+3903213702800;+39 0321626068;biblioteca.negroni@comune.novara.it;biblioteca.comune.novara.it/
IT-NO0060;TO057;Biblioteca della Camera di commercio, industria, artigianato e agricoltura - CCIAA;via degli Avogadro 4;;28100;Novara;003106;Novara;PIEMONTE;003;45,4470125;8,6207085;+390321338285;+39 0321390309;biblioteca@no.camcom.it;http://www.no.camcom.gov.it/Page/t04/view_html?idp=1032
IT-NO0061;TO0GW;ISTITUTO STORICO DELLA RESISTENZA PIERO FORNARA;corso CAVOUR 15;;28100;Novara;003106;Novara;PIEMONTE;003;45,4484319;8,6220647;0321392743;+39 0321399021;biblioteca@isrn.it;www.ismn.it
IT-NO0063;;Biblioteca dell'Istituto di ricerche Guido Donegani Spa;Via Fauser 4;;28100;Novara;003106;Novara;PIEMONTE;003;45,4542984;8,6399794;+39 03214471;+39 0321447378;;
IT-NO0064;TO0Y5;Biblioteca Seminario vescovile S. Gaudenzio;Via Monte San Gabriele, 60;;28100;Novara;003106;Novara;PIEMONTE;003;45,4295861;8,6192822;+39 0321.432516;+39 0321.432516;biblioteca@seminarionovara.it;http://www.bibliotecagaudenziana.it
IT-NO0065;;Biblioteca dell'Archivio capitolare della Basilica di San Gaudenzio;via G. Ferrari 20;;28100;Novara;003106;Novara;PIEMONTE;003;45,4489818;8,6190608;0321629894;+39 0321611580;;
IT-NO0066;TO1NI;"Biblioteca civica ""Enzio Julitta""";Vicolo Chiesa 3;;28047;Oleggio;003108;Novara;PIEMONTE;003;45,5955269;8,638642900000036;+39 032191344;;biblioteca.julitta@comune.oleggio.no.it;http://biblioteca.comune.oleggio.no.it/index.html
IT-NO0070;;Biblioteca civica Rinolfi Camana;via E. De Amicis 3;;28077;Prato Sesia;003122;Novara;PIEMONTE;003;45,6474141;8,3737047;+390163852112;+39 0163851124;segreteria@comune.prato-sesia.no.it;
IT-NO0074;;Biblioteca civica;via Umberto I, 2;;28060;San Nazzaro Sesia;003134;Novara;PIEMONTE;003;45,43809;8,423772999999999;+39 0321834131;+39 0321834131;bvnet@libero.it;http://www.comune.sannazzarosesia.no.it/it-it/vivere-il-comune/cultura
IT-NO0075;;Biblioteca civica;piazza UMBERTO I;;28018;Soriso;003140;Novara;PIEMONTE;003;45,7423551;8,4089397;0322983202;;;
IT-NO0076;;Biblioteca Monsignor Locatelli;piazza Bonola, 1;;28060;Sozzago;003141;Novara;PIEMONTE;003;45,397405;8,721226999999999;+39 032170176;+39 032170352;info@comune.sozzago.no.it;www.comune.sozzago.no.it/it-it/vivere-il-comune/cultura
IT-NO0080;TO0WS;Biblioteca civica;viale Voli, 3;;28019;Suno;003143;Novara;PIEMONTE;003;45,6281085;8,5418326;+39 0322851704;+39 0322858042;comune@comune.suno.novara.it;www.comune.suno.novara.it/it-it/vivere-il-comune/cultura/biblioteca-civica-8800-1-fee11f948f574ca42b647e874d86683c
IT-NO0083;TO1NT;Biblioteca civica;Via Clerici 1;;28069;Trecate;003149;Novara;PIEMONTE;003;45,4354914;8,734898799999996;+39 0321783246;;biblioteca@comune.trecate.no.it;http://www.comune.trecate.no.it/home.htm
IT-NO0084;;Biblioteca civica;piazza Cesare Battisti, 6;;28010;Vaprio d'Agogna;003153;Novara;PIEMONTE;003;45,6043546;8,5560793;+39 0321996124;+39 0321996124;anagrafe@comune.vapriodagogna.it;www.comune.vapriodagogna.no.it/it-it/vivere-il-comune/cultura/biblioteca-civica-8803-1-eecc5c2b8abeb8e4d0f73de3f6fa2867
IT-NO0085;;Biblioteca civica Giancarlo Tiboni;via Simonetta 3;;28040;Varallo Pombia;003154;Novara;PIEMONTE;003;45,666895;8,633766;032195355;+39 032195182;;
IT-NO0093;;Biblioteca civica Carlo Torelli;piazza S. GRAZIANO;;28041;Arona;003008;Novara;PIEMONTE;003;45,760755;8,5606441;032244625;+39 032244625;biblioteca@comune.arona.no.it;bant.erasmo.it
IT-NO0095;TO0W3;Biblioteca civica;via Gagnago 2;;28040;Borgo Ticino;003025;Novara;PIEMONTE;003;45,6881629;8,6038638;+39032190582;+39 0321908275;diborg19@comuneborgoticinobiblioteca.191.it;
IT-NO0096;TO1ND;Biblioteca comunale;Via A. Gramsci 12;;28053;Castelletto sopra Ticino;003043;Novara;PIEMONTE;003;45,71382800000001;8,643614999999954;+39 0331962655;+39 0331970584;biblioteca@comune.castellettosopraticino.no.it;http://www.comune.castellettosopraticino.no.it/index.php
IT-NO0109;;Biblioteca dell'Archivio di Stato di Novara;Via dell'Archivio 2;;28100;Novara;003106;Novara;PIEMONTE;003;45,4471084;8,6244243;+39 032135825;;as-no@beniculturali.it;http://www.archiviodistatonovara.beniculturali.it/index.php?it/1/home
IT-NO0111;;Biblioteca civica;Via Mandello Vitta 2/a;;28060;Casaleggio Novara;003039;Novara;PIEMONTE;003;45,4907131;8,4853819;+39 0321839132;;;
IT-NO0112;;Biblioteca civica;via SAN PIETRO 3;;28060;Casalino;003040;Novara;PIEMONTE;003;45,3577773;8,5228234;0321870112;+39 0321870247;;www.comune.casalino.no.it
IT-NO0121;;Biblioteca civica;via SEMPIONE 40;;28040;Marano Ticino;003091;Novara;PIEMONTE;003;45,62939;8,631932;0321923022;+39 0321923108;;
IT-NO0124;TO0W8;Biblioteca comunale;via Asilo, 38;;28010;Cavaglio d'Agogna;003045;Novara;PIEMONTE;003;45,6092321;8,4838944;+39 0322806115;;cavaglio.dagogna@ruparpiemonte.it;www.comune.cavagliodagogna.no.it/it-it/vivere-il-comune/cultura/biblioteca-civica-8775-1-30d423dad132739782cac2170712073b
IT-NO0125;;Biblioteca della Banca popolare di Novara. Ufficio studi e relazioni esterne;Via Negroni 12;;28100;Novara;003106;Novara;PIEMONTE;003;45,4475231;8,6207432;+39 0321445220;+39 0321445006;;
IT-NO0126;;Biblioteca del Convento dei Frati Francescani;Monte Mesma;;28010;Ameno;003002;Novara;PIEMONTE;003;45,7897037;8,442037;+39 0322998108;;;
IT-NO0127;UPOYV;Biblioteca civica;via ROMA 14;;28010;Caltignaga;003030;Novara;PIEMONTE;003;45,5169578;8,5874793;0321652114;+39 0321652896;municipio@comune.caltignaga.no.it;http://www.unionenovarese2000.it/comstruttureculturali.asp
IT-NO0128;;Biblioteca civica;via Generale Solaroli, 13;;28072;Briona;003027;Novara;PIEMONTE;003;45,5423026;8,4799987;+39 0321826080;;biblioteca@comune.briona.no.it;www.comune.briona.no.it/it-it/vivere-il-comune/cultura/biblioteca-comunale-di-briona-8767-1-be161d909e27a64734490424c00bc76f
IT-NO0129;TO0WE;Biblioteca civica;via MUNICIPIO;;28010;Gargallo;003070;Novara;PIEMONTE;003;45,7298703;8,4264074;032294115;;NOEMI.CSRT@MAILO.COM;
IT-NO0130;;Biblioteca civica Luigi Pedrana;corso ITALIA 10;;28070;Sizzano;003139;Novara;PIEMONTE;003;45,5812351;8,4343215;0321820214;+39 0321820598;MUNICIPIO@COMUNE.TIZZANO.NO.IT;
IT-NO0131;;Biblioteca della Congregazione dei Padri Oblati;Via Monte San Gabriele 1/E;;28100;Novara;003106;Novara;PIEMONTE;003;45,4398239;8,6235609;+39 0321620045;;;
IT-NO0134;;Biblioteca del Convento francescano di San Nazzaro;viale della Rimembranza 2;;28100;Novara;003106;Novara;PIEMONTE;003;45,4472239;8,5996896;+390321392795;;frati.novara@libero.it;
IT-NO0136;UPOLU;Biblioteca Interdipartimentale di Medicina dell'Università del Piemonte Orientale. Sede di Novara;Via Perrone, 18;;28100;Novara;003106;Novara;PIEMONTE;003;45,4440648;8,6197314;+39 0321 660629;+39 0321 660829;biblioteca.med@uniupo.it;https://www.scuolamed.uniupo.it/biblioteca
IT-NO0137;UPOG4;Biblioteca del Dipartimento di Studi per l'Economia e l'Impresa dell'Università del Piemonte Orientale. Sede di Novara;Via Perrone 18;;28100;Novara;003106;Novara;PIEMONTE;003;45,4442232;8,6264709;+39 0321375560;+39 0321375565;;https://www.disei.uniupo.it/biblioteca-del-dipartimento-di-studi-l%E2%80%99economia-e-l%E2%80%99impresa
IT-NO0138;TO0GD;Biblioteca del Conservatorio statale di musica Guido Cantelli;via COLLEGIO GALLARINI 1;;28100;Novara;003106;Novara;PIEMONTE;003;45,4447134;8,6200858;032131252;+39 032135038;biblioteca@consno.it;http://www.consno.it
IT-NO0139;TO0YF;Biblioteca civica;piazza Marconi 1;;28010;Ameno;003002;Novara;PIEMONTE;003;45,7887148;8,439668;+390322998103;+39 0322998206;ufficio.protocollo@comune.ameno.novara.it;www.comune.ameno.novara.it
IT-NO0140;;"Biblioteca comunale ""Mario Riboldi""";Vicolo Torrazza, 4;;28040;Oleggio Castello;003109;Novara;PIEMONTE;003;45,74929;8,53008999999997;+39 032253600;;biblioteca@comune.oleggiocastello.no.it;http://www.comune.oleggiocastello.no.it/Home/ServiziDettagli/Servizi-e-strutture?IDDettaglio=5947
IT-NO0146;UPOLZ;"Biblioteca ""Ascanio Sobrero"" del Dipartimento di scienze del farmaco dell'Università degli studi del Piemonte orientale A. Avogadro";Largo Donegani 2/3;;28100;Novara;003106;Novara;PIEMONTE;003;45,4498521;8,63833499999999;+39 0321375654;+39 0321375651;biblioteca.dsf@uniupo.it;https://www.dsf.uniupo.it/biblioteca
IT-NO0151;TO0WR;Biblioteca civica;Via Garibaldi;;28050;Pombia;003121;Novara;PIEMONTE;003;45,650542;8,63169189999996;+39 3772509089;;;
IT-NO0153;TO0W7;Biblioteca civica;via IV Novembre 1;;28010;Cavallirio;003047;Novara;PIEMONTE;003;45,6791531;8,4085149;+390163806023;;comune.cavallirio@libero.it;http://www.comune.cavallirio.novara.it/index.php/xarpages/biblioteca_comunale
IT-NO0154;UPON1;Biblioteca del Centro novarese di studi letterari;corso CAVALLOTTI 6;;28100;Novara;003106;Novara;PIEMONTE;003;45,4468264;8,6235482;03213702800;+39 03213702851;infocentro@letteratura.it;
IT-NO0155;TO0WW;Biblioteca civica;via Principale, 4;;28060;Comignago;003052;Novara;PIEMONTE;003;45,7116264;8,5630135;+39 3497413912;;bibliotecacomignago@gmail.com;http://www.comune.comignago.no.it/Home/Guida-al-paese?IDPagina=17949&IDCat=2733
IT-NO0156;PBE45;Biblioteca monsignor Aldo Del Monte;Via dei Tornielli, 6;;28100;Novara;003106;Novara;PIEMONTE;003;45,4454598;8,6228273;+39 0321.331039;+39 0321.682853;info@lanuovaregaldi.it;http://www.lanuovaregaldi.it
IT-NU0001;;Biblioteca comunale Monsignor Virgilio;Via Monsignor Virgilio 55;;08040;Arzana;091002;Nuoro;SARDEGNA;091;40,3210053;9,330436;+39 078237883;+39 078237883;biblioarzana@gmail.com;
IT-NU0002;;Biblioteca comunale Berto Cara;Via Giacomo Puccini, 5;;08042;Bari Sardo;091005;Nuoro;SARDEGNA;091;39,8433613;9,645601;+39 0782270070;+39 078228065;biblioteca@comunedibarisardo.it;
IT-NU0005;USS76;Biblioteca comunale B. R. Basolu;via Stazione 7;;08011;Bolotana;091010;Nuoro;SARDEGNA;091;40,327226;8,958684;0785-43255;+39 0785450224 (Comune);bibliobol@tiscali.it;
IT-NU0006;CAGBN;Biblioteca comunale;via Don Milani, 1;;08016;Borore;091011;Nuoro;SARDEGNA;091;40,2125682;8,8037277;+39 078586014;+39 078586014;biblioteca_borore@libero.it;www.comune.borore.nu.it/servizi/biblioteca-comunale/
IT-NU0008;CAGBO;Biblioteca comunale;Via Vittorio Emanuele III 11;;08012;Bortigali;091012;Nuoro;SARDEGNA;091;40,283312;8,835945;+39 078580171;+39 078580155;biblioteca.bortigali@tiscali.it;
IT-NU0009;PBE75;Biblioteca diocesana;Viale Giovanni XXIII;;08013;Bosa;095079;Oristano;SARDEGNA;095;40,297038;8,4967335;+39 0785.377045;+39 0785.372163;biblioteca.bosa@diocesialghero-bosa.it;http://www.diocesialghero-bosa.it
IT-NU0010;CAGBI;Biblioteca civica;Piazza Carmine;;08013;Bosa;095079;Oristano;SARDEGNA;095;40,2986819;8,4986229;+39 0785377041;+39 0785373949;biblioteca@comune.bosa.or.it;
IT-NU0015;;Biblioteca comunale Giovanni Mulas;Corso Umberto 19;;08022;Dorgali;091017;Nuoro;SARDEGNA;091;40,288934;9,589789;+39 078495381;+39 078495381;biblioteca@comune.dorgali.nu.it;
IT-NU0018;;Biblioteca comunale;Via Pompei 2;;08040;Elini;091019;Nuoro;SARDEGNA;091;39,900215;9,5314277;+39 0782349056;+39 078233733;biblio.elini@yahoo.it;
IT-NU0019;CAG1E;Biblioteca comunale;Via Sindaco Giovanni Carta 11;;08043;Escalaplano;111018;Sud Sardegna;SARDEGNA;111;39,6257775;9,35179459999995;+39 070951736;;biblioescalaplano@tiscali.it;
