cod_amm	des_amm	Comune	nome_resp	cogn_resp	Cap	Provincia	Regione	sito_istituzionale	Indirizzo	titolo_resp	tipologia_istat	tipologia_amm	acronimo	cf_validato	cf	mail1	tipo_mail1	mail2	tipo_mail2	mail3	tipo_mail3	mail4	tipo_mail4	mail5	tipo_mail5	url_facebook	url_twitter	url_youtube	url_linkedin	liv_accessibili
c_f728	Comune di Mori	Mori	Stefano	Barozzi	38065	TN	Trentino-Alto Adige/Südtirol	www.comune.mori.tn.it	Via Scuole, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00124030222	protocollo@pec.comune.mori.tn.it	Pec	null	null	null	null	null	null	null	null					
c_f729	Comune di Moriago della Battaglia	Moriago della Battaglia	Giuseppe	Tonello	31010	TV	Veneto	www.comune.moriago.tv.it	Piazza Della Vittoria, 14	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00486670268	comune.moriago.tv@pecveneto.it	Pec	comune@comune.moriago.tv.it	Altro	null	null	null	null	null	null	https://www.facebook.com/pages/Comune-di-Moriago-della-Battaglia/350989601690658				
c_f730	Comune di Moricone	Moricone	Giovanni Battista	Pascazi	00010	RM	Lazio	www.comune.moricone.rm.it	Piazza Sante Aureli, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	86000380583	protocollomoricone@pec.it	Pec	null	null	null	null	null	null	null	null					
c_f731	Comune di Morigerati	Morigerati	Cono	D'Elia	84030	SA	Campania	www.halleyweb.com/c065077/hh/index.php	Piazza San Laverio, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84001730658	demo.morigerati@asmepec.it	Pec	demografici@comune.morigerati.sa.it	Altro	ragioneria@comune.morigerati.sa.it	Altro	segreteria.morigerati@asmepec.it	Pec	utc.morigerati@asmepec.it	Pec					
c_f732	Comune di Morino	Morino	Roberto	D'Amico	67050	AQ	Abruzzo	www.comune.morino.aq.it	Via XXIV Maggio	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00185610664	info@pec.comune.morino.aq.it	Pec	info@comune.morino.aq.it	Altro	ragioneria@pec.comune.morino.aq.it	Pec	retribuzioni@pec.comune.morino.aq.it	Pec	utc@pec.comune.morino.aq.it	Pec					
c_f733	Comune di Moriondo Torinese	Moriondo Torinese	Daniele	Zaia	10020	TO	Piemonte	www.comune.moriondo.to.it	Piazza Vittorio Veneto, 1	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82000610012	comune.moriondotorinese.to@legalmail.it	Pec	info@comune.moriondo.to.it	Altro	null	null	null	null	null	null					
c_f734	Comune di Morlupo	Morlupo	Ettore	Iacomussi	00067	RM	Lazio	www.morlupo.eu	Piazza del Municipio, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	02591110586	info@pec.morlupo.eu	Pec	info@comune.morlupo.roma.it	Altro	null	null	null	null	null	null	https://it-it.facebook.com/comunedimorlupo/	https://twitter.com/comunedimorlupo	https://www.youtube.com/channel/UC8PN-pOINwSaDcX6-Czjdrw		
c_f735	Comune di Mormanno	Mormanno	Giuseppe	Regina	87026	CS	Calabria	www.comune.mormanno.cs.it	Via Alighieri, 45	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83002000780	protocollo.mormanno@asmepec.it	Pec	affarigenerali@comune.mormanno.cs.it	Altro	sindaco.mormanno@asmepec.it	Pec	null	null	null	null	https://www.facebook.com/Comune-di-Mormanno-238928876601473/				
c_f736	Comune di Mornago	Mornago	Davide	Tamborini	21020	VA	Lombardia	www.comune.mornago.va.it	Piazza Liberta', 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00249580127	comune.mornago.va@halleycert.it	Pec	segreteria@comune.mornago.va.it	Altro	null	null	null	null	null	null	https://www.facebook.com/pages/Comune-Di-Mornago/517985021672238				
c_f737	Comune di Mornese	Mornese	Gian Franco	Caviggia	15075	AL	Piemonte	www.comune.mornese.al.it	Via Andrea Doria, 49	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00458370061	mornese@cert.ruparpiemonte.it	Pec	null	null	null	null	null	null	null	null					
c_f738	Comune di Mornico al Serio	Mornico al Serio	Eugenio	Cerea	24050	BG	Lombardia	www.comune.mornicoalserio.bg.it	Piazza Sant'Andrea, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83001390166	info@pec.comune.mornicoalserio.bg.it	Pec	info@comune.mornicoalserio.bg.it	Altro	m.santinelli@pec.comune.mornicoalserio.bg.it	Pec	ragioneria@comune.mornicoalserio.bg.it	Altro	null	null					
c_f739	Comune di Mornico Losana	Mornico Losana	Paolo	Porcellana	27040	PV	Lombardia	www.comunemornicolosana.pv.it	Piazza Liberta, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00475070181	mornicolosana@postemailcertificata.it	Pec	ragioneria@comunemornicolosana.pv.it	Altro	null	null	null	null	null	null					
c_f740	Comune di Morolo	Morolo	Gino	Molinari	03017	FR	Lazio	www.comune.morolo.fr.it	Piazza Ernesto Biondi	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	92007300608	comune.morolo@pec.it	Pec	null	null	null	null	null	null	null	null					
c_f743	Comune di Morozzo	Morozzo	Mauro	Fissore	12040	CN	Piemonte	www.comune.morozzo.cn.it	Via Bongioanni 4	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00511010043	comune.morozzo@multipec.it	Pec	protocollo@comune.morozzo.cn.it	Altro	null	null	null	null	null	null					
c_f744	Comune di Morra De Sanctis	Morra De Sanctis	Pietro Gerardo	Mariani	83040	AV	Campania	www.comune.morradesanctis.av.it	Piazza F. De Sanctis	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82000950640	protocollo@pec.comune.morradesanctis.av.it	Pec	staff@comune.morradesanctis.av.it	Altro	null	null	null	null	null	null					
c_f745	Comune di Morro D'Alba	Morro d'Alba	Enrico	Ciarimboli	60030	AN	Marche	www.comune.morrodalba.an.it	Piazza Romagnoli N.6	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00184460426	comune.morrodalba@legalmail.it	Pec	comune@comune.morrodalba.an.it	Altro	null	null	null	null	null	null	https://www.facebook.com/comunemorrodalba				
c_f746	COMUNE DI MORRO REATINO	Morro Reatino	Gabriele	Cintia Lattanzi	02010	RI	Lazio	WWW.COMUNE.MORROREATINO.RI.IT	Via Roma, 19	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00108310574	comune@pec.comune.morroreatino.ri.it	Pec	comunemorroreatino@libero.it	Altro	null	null	null	null	null	null	https://www.facebook.com/MorroReatino/?ref=bookmarks				
c_f747	Comune di Morro D'Oro	Morro d'Oro	ROMINA	SULPIZII	64020	TE	Abruzzo	www.comune.morrodoro.te.it	Piazza Duca Degli Abruzzi, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81000370676	protocollo@pec.comune.morrodoro.te.it	Pec	info@comunemorrodoro.it	Altro	null	null	null	null	null	null					
c_f748	Comune di Morrone del Sannio	Morrone del Sannio	Domenico Antonio	Colasurdo	86040	CB	Molise	www.morronedelsannio.eu	Via San Roberto	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81000790709	comune.morronedelsanniocb@legalmail.it	Pec	comune.morrone@libero.it	Altro	null	null	null	null	null	null					
c_f749	Comune di Morrovalle	Morrovalle	Stefano	Montemarani	62010	MC	Marche	www.comune.morrovalle.mc.it	Piazza Vittorio Emanuele II 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00132100439	comune.morrovalle.mc@legalmail.it	Pec	comune@morrovalle.org	Altro	null	null	null	null	null	null					
c_f750	Comune di Morsano al Tagliamento	Morsano al Tagliamento	Loris	Grando	33075	PN	Friuli-Venezia Giulia	www.comune.morsanoaltagliamento.pn.it	Piazza Daniele Moro 33	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80006740932	comune.morsanoaltagliamento@certgov.fvg.it	Pec	null	null	null	null	null	null	null	null					
c_f751	Comune di Morsasco	Morsasco	Piero	Cavelli	15010	AL	Piemonte	www.comune.morsasco.al.it	Via G. Matteotti 10	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00385220066	comunemorsasco@arubapec.it	Pec	ragioneria@comunemorsasco.it	Altro	null	null	null	null	null	null					
c_f754	Comune di Mortara	Mortara	Marco	Facchinotti	27036	PV	Lombardia	www.comune.mortara.pv.it	Piazza Martiri Della Liberta', 21	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00324770189	comune.mortara@pec.regione.lombardia.it	Pec	protocollo@comune.mortara.pv.it	Altro	null	null	null	null	null	null					
c_f758	Comune di Morterone	Morterone	Antonella	Invernizzi	23811	LC	Lombardia	www.comune.morterone.lc.it	Piazza Chiesa, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00548190131	comune.morterone@pec.regione.lombardia.it	Pec	comunedimorterone@comune.morterone.lc.it	Altro	null	null	null	null	null	null					
c_f760	Comune di Moruzzo	Moruzzo	ALBINA	MONTAGNESE	33030	UD	Friuli-Venezia Giulia	www.comune.moruzzo.ud.it	Via Centa 11	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00482400306	comune.moruzzo@certgov.fvg.it	Pec	finanziaria@comune.moruzzo.ud.it	Altro	null	null	null	null	null	null					
c_f761	Comune di Moscazzano	Moscazzano	Gianluca	Savoldi	26010	CR	Lombardia	www.comune.moscazzano.cr.it	Via Roma, 29	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00304220197	comune.moscazzano@pec.regione.lombardia.it	Pec	info@comune.moscazzano.cr.it	Altro	null	null	null	null	null	null					
c_f762	Comune di Moschiano	Moschiano	Claudio Rosario	Addeo	83020	AV	Campania	www.comune.moschiano.av.it	Piazza IV Novembre	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80013250644	comune.moschiano@asmepec.it	Pec	null	null	null	null	null	null	null	null					
c_f764	Comune di Mosciano Sant'Angelo	Mosciano Sant'Angelo	Giuliano	Galiffi	64023	TE	Abruzzo	www.comune.mosciano.te.it	Piazza IV Novembre	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82000070670	comune.mosciano.te@legalmail.it	Pec	AFFARIGENERALI@comune.mosciano.te.it	Altro	ragioneria@comune.mosciano.te.it	Altro	null	null	null	null					
c_f765	Comune di Moscufo	Moscufo	CLAUDIO	DE COLLIBUS	65010	PE	Abruzzo	www.comunedimoscufo.it	Piazza Umberto I, 9	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80014150686	protocollo@pec.comunedimoscufo.it	Pec	protocollo@comunedimoscufo.it	Altro	null	null	null	null	null	null					
c_f766	Comune di Moso in Passiria	Moso in Passiria	Gothard	Gufler	39013	BZ	Trentino-Alto Adige/Südtirol	www.comune.mosoinpassiria.bz.it	Paese 78	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00177740214	moos.moso@legalmail.it	Pec	info@comune.mosoinpassiria.bz.it	Altro	info@gemeinde.moosinpasseier.bz.it	Altro	null	null	null	null					
c_f767	Comune di Mossa	Mossa	Emanuela	Russian	34070	GO	Friuli-Venezia Giulia	www.comune.mossa.go.it	Via XXIV Maggio, 59	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00123410318	comune.mossa@certgov.fvg.it	Pec	comune.mossa@comune.mossa.go.it	Altro	ragioneria@comune.mossa.go.it	Altro	null	null	null	null					
c_f770	Comune di Motta di Livenza	Motta di Livenza	Alessandra	Marchesin	31045	TV	Veneto	www.mottadilivenza.it	Piazza Luzzatti, 1	Funzionario - Vice Segretario Comunale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80011450261	comune.mottadilivenza.tv@pecveneto.it	Pec	null	null	null	null	null	null	null	null					
c_f771	Comune di Motta Baluffi	Motta Baluffi	Giovanni	Delmiglio	26045	CR	Lombardia	www.unionemunicipia.it	Piazza Gaboardi 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00326780194	comune.mottabaluffi@pec.regione.lombardia.it	Pec	null	null	null	null	null	null	null	null					
c_f772	Comune di Motta Camastra	Motta Camastra	Carmelo	Blancato	98030	ME	Sicilia	www.comunemottacamastra.it	Piazza Croce N. 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00336470836	protocollo@pec.comunemottacamastra.it	Pec	null	null	null	null	null	null	null	null	https://www.facebook.com/groups/43567036698/		https://www.youtube.com/channel/UClK0OmDa4L6ECVsfpxyPC7Q		
c_f773	Comune di Motta d'Affermo	Motta d'Affermo	Nunzio Giuseppe	Marinaro	98070	ME	Sicilia	www.comune.mottadaffermo.me.it	Piazza San Luca	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00324270834	servdemmottadaffermo@pec.it	Pec	Protocollomotta@pec.it	Pec	null	null	null	null	null	null					
c_f774	Comune di Motta De' Conti	Motta de' Conti	Emanuela	Quirci	13010	VC	Piemonte	www.comune.mottadeconti.vc.it/	Via Marconi N. 9	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80002490029	mottadeconti@pec.it	Pec	mottadeiconti@comuniubv.it	Altro	null	null	null	null	null	null					
c_f775	Comune di Mottafollone	Mottafollone	Francesco	Iannuzzi	87010	CS	Calabria	comune.mottafollone.cs.it	Piazza Dante, 1	Responsabile Servizi Amministrativi E Fi	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	92010730783	protocollo.mottafollone@pec.it	Pec	segr.mottafollone@tiscali.it	Altro	null	null	null	null	null	null					
c_f776	Comune di Mottalciata	Mottalciata	Roberto	Vanzi	13874	BI	Piemonte	www.comune.mottalciata.bi.it	Via Martiri Della Liberta' 15	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	LA MOTTA	S	00374120020	mottalciata@pec.ptbiellese.it	Pec	comune.mottalciata@ptb.provincia.biella.it	Altro	urp.mottalciata@ptb.provincia.biella.it	Altro	null	null	null	null					
c_f777	Comune di Motta Montecorvino	Motta Montecorvino	Domenico	Iavagnilio	71030	FG	Puglia	www.comune.mottamontecorvino.fg.it	Via Nazionale, 36	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82001550712	protocollo@pec.comune.mottamontecorvino.fg.it	Pec	finanziario@pec.comune.mottamontecorvino.fg.it	Pec	utc@pec.comune.mottamontecorvino.fg.it	Pec	null	null	null	null					
c_f779	Comune di Motta San Giovanni	Motta San Giovanni	GIOVANNI	VERDUCI	89065	RC	Calabria	www.comunemottasg.it	Piazza della Municipalita'	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00285810800	protocollo@pec.comunemottasg.it	Pec	null	null	null	null	null	null	null	null					
c_f780	Comune di Motta Santa Lucia	Motta Santa Lucia	Amedeo	Colacino	88040	CZ	Calabria	www.comune.mottasantalucia.cz.it	Piazza Castello,2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00298040791	amministrativo.mottasantalucia@asmepec.it	Pec	comunemottslucia@tiscali.it	Altro	null	null	null	null	null	null					
c_f781	Comune di Motta Sant'Anastasia	Motta Sant'Anastasia	Anastasio	Carra'	95040	CT	Sicilia	www.comune.mottasantanastasia.ct.it	Piazza Umberto 22	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00575910872	infopost@pec.comune.mottasantanastasia.ct.it	Pec	gab.sindaco@comune.mottasantanastasia.ct.it	Altro	servizidemografici@pec.comune.mottasantanastasia.ct.it	Pec	null	null	null	null	https://www.facebook.com/comunemottasantanastasia/				
c_f783	Comune di Motta Visconti	Motta Visconti	Primo Paolo	De Giuli	20086	MI	Lombardia	www.comune.mottavisconti.mi.it	Piazza San Rocco, 9/A	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82000790152	segreteria@pec.comune.mottavisconti.mi.it	Pec	null	null	null	null	null	null	null	null					
c_f784	Comune di Mottola	Mottola	Tiziana	Bosco	74017	TA	Puglia	www.comune.mottola.ta.it	Piazza XX Settembre, 1	Responsabile AA.GG.	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00243880739	protocollo@pec.comune.mottola.ta.it	Pec	segreteria@comune.mottola.ta.it	Altro	urbanistica@pec.comune.mottola.ta.it	Pec	null	null	null	null					
c_f785	Comune di Mozzagrogna	Mozzagrogna	Tommaso	Schips	66030	CH	Abruzzo	www.comunemozzagrogna.it	Piazza San Rocco, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00251720694	comune.mozzagrogna@legalmail.it	Pec	ragioneria@comunemozzagrogna.it	Altro	null	null	null	null	null	null					
c_f786	Comune di Mozzanica	Mozzanica	Bruno	Tassi	24050	BG	Lombardia	www.comune.mozzanica.bg.it	Piazza Locatelli, 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00307380162	info@pec.comune.mozzanica.bg.it	Pec	info@comune.mozzanica.bg.it	Altro	null	null	null	null	null	null					
c_f788	Comune di Mozzate	Mozzate	Luigi	Monza	22076	CO	Lombardia	www.comune.mozzate.co.it	Piazza Cornaggia, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80009080138	comune.mozzate@pec.provincia.como.it	Pec	protocollo@comune.mozzate.co.it	Altro	null	null	null	null	null	null					
c_f789	Comune di Mozzecane	Mozzecane	Mauro	Martelli	37060	VR	Veneto	www.comunemozzecane.it/	Via C. Bon Brenzoni, 26	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00354500233	protocollo@pec.comunemozzecane.it	Pec	null	null	null	null	null	null	null	null					
c_f791	Comune di Mozzo	Mozzo	Paolo	Pelliccioli	24030	BG	Lombardia	www.comune.mozzo.bg.it	Piazza Costituzione, 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00707040168	comune.mozzo@pec.regione.lombardia.it	Pec	null	null	null	null	null	null	null	null					
c_F793	Comune di Muccia	Muccia	Mario	Baroni	62034	MC	Marche	www.comune.muccia.mc.it	Via Roma 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00263210437	protocollo@pec.comune.muccia.mc.it	Pec	info@comune.muccia.mc.it	Altro	null	null	null	null	null	null					
c_f795	Comune di Muggia	Muggia	Marzi	Laura	34015	TS	Friuli-Venezia Giulia	www.comune.muggia.ts.it	Piazza Marconi 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00111990321	comune.muggia@certgov.fvg.it	Pec	null	null	null	null	null	null	null	null	https://www.facebook.com/ComuneMuggia/				
c_f797	Comune di Muggio'	Muggiò	MARIA ARCANGELA	FIORITO	20835	MB	Lombardia	www.comune.muggio.mb.it	Piazza Matteotti, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	02965420157	comune.muggio@pec.regione.lombardia.it	Pec	ragioneria@comune.muggio.mb.it	Altro	sindaco@comune.muggio.mb.it	Altro	null	null	null	null					
c_f798	Comune di Mugnano del Cardinale	Mugnano del Cardinale	Alessandro	Napolitano	83027	AV	Campania	www.comune.mugnanodelcardinale.av.it	Piazza Umberto I, 9	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80004350643	protocollo.mugnanodelcardinale@asmepec.it	Pec	mugnanoc@libero.it	Altro	null	null	null	null	null	null					
c_f799	Comune di Mugnano di Napoli	Mugnano di Napoli	Alberto	Zurlo	80018	NA	Campania	www.comune.mugnano.na.it	Piazza Municipio, 1	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00637570631	protocollomugnano@pec.it	Pec	segreteria@comune.mugnano.na.it	Altro	null	null	null	null	null	null					
c_f801	Comune di Mulazzano	Mulazzano	SILVIA	GIUDICI	26837	LO	Lombardia	www.comune.mulazzano.lo.it	Piazza Del Comune, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84504300157	mulazzanocomune@postemailcertificata.it	Pec	null	null	null	null	null	null	null	null					
c_f802	Comune di Mulazzo	Mulazzo	Claudio	Novoa	54026	MS	Toscana	www.comune.mulazzo.ms.it	Via Della Liberazione, 10	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81001330455	comune.mulazzo.ms@halleycert.it	Pec	info@comune.mulazzo.ms.it	Altro	null	null	null	null	null	null	http://www.facebook.com/pages/Comune-di-Mulazzo/412608065476023				
c_f806	Comune di Mura	Mura	Nicola Angiola	Flocchini	25070	BS	Lombardia	www.comune.mura.bs.it	Piazza Paolo VI, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00852110170	protocollo@pec.comune.mura.bs.it	Pec	info@comune.mura.bs.it	Altro	null	null	null	null	null	null					
c_f808	Comune di Muravera	Muravera	Salvatore	Piu	09043	SU	Sardegna	comune.muravera.ca.it	Via Europa, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80000630923	protocollocomunemuravera@legalmail.it	Pec	anagrafe@pec.comunedimuravera.it	Pec	info@comune.muravera.ca.it	Altro	ragioneria@comune.muravera.ca.it	Altro	null	null					
c_f809	Comune di Murazzano	Murazzano	Luca	VIGLIERCHIO	12060	CN	Piemonte	www.comune.murazzano.cn.it	Via Roma N. 34	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84003470048	comune.murazzano.cn@cert.legalmail.it	Pec	comune@comune.murazzano.cn.it	Altro	null	null	null	null	null	null					
c_f810	Comune di Salcedo	Salcedo	Giovanni Antonio	Gasparini	36040	VI	Veneto	www.comune.salcedo.vi.it	Via Roma, 4/C	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	COMUNE DI SALCEDO	S	84002530248	salcedo.vi@cert.ip-veneto.net	Pec	comune.salcedo@tiscalinet.it	Altro	null	null	null	null	null	null					
c_f811	Comune di Murello	Murello	Fabrizio	Milla	12030	CN	Piemonte	www.comune.murello.cn.it	Via Caduti Murellesi 72	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	86001850048	protocollo@pec.comune.murello.cn.it	Pec	info@comune.murello.cn.it	Altro	ragioneria@comune.murello.cn.it	Altro	null	null	null	null					
c_f813	Comune di Murialdo	Murialdo	Lucia	Maron	17013	SV	Liguria	comunemurialdo.it	Borg. Piano	Responsabile Servizio Finanziario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00338310097	postmaster@pec.comunemurialdo.it	Pec	ufficiotributi@comunemurialdo.it	Altro	null	null	null	null	null	null					
c_f814	Comune di Murisengo	Murisengo	Giovanni	Baroero	15020	AL	Piemonte	www.comune.murisengo.al.it	Piazza Della Vittoria, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82003310065	murisengo@cert.ruparpiemonte.it	Pec	protocollo@murisengo.com	Altro	null	null	null	null	null	null					
c_f815	Comune di Murlo	Murlo	DAVIDE	RICCI	53016	SI	Toscana	www.comune.murlo.siena.it	Via Tinoni, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80003070523	comune.murlo@pec.consorzioterrecablate.it	Pec	l.pedes@comune.murlo.siena.it	Altro	null	null	null	null	null	null					
c_f816	Comune di Muro Leccese	Muro Leccese	Antonio Lorenzo	DONNO	73036	LE	Puglia	www.comune.muroleccese.le.it	Via Indipendenza, n. 85	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83000690756	protocollo.muro@pec.rupar.puglia.it	Pec	info@comune.muroleccese.le.it	Altro	null	null	null	null	null	null					
c_f817	Comune di Muro Lucano	Muro Lucano	GIOVANNI	SETARO	85054	PZ	Basilicata	www.murolucano.eu	Via Roma	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80002130765	comune@pec.murolucano.eu	Pec	null	null	null	null	null	null	null	null					
c_f818	Comune di Muros	Muros	Federico	Tolu	07030	SS	Sardegna	www.comune.muros.ss.it	Via Brigata Sassari 66	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80014950903	protocollo@pec.comune.muros.ss.it	Pec	protocollo@comune.muros.ss.it	Altro	null	null	null	null	null	null					
c_f820	Comune di Muscoline	Muscoline	GIOVANNI	BENEDETTI	25080	BS	Lombardia	www.comune.muscoline.bs.	Piazza Roma, 8	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00850440173	protocollocomunedimuscoline@legal.intred.it	Pec	ragioneria@comune.muscoline.bs.it	Altro	SEGRETERIA@COMUNE.MUSCOLINE.BS.IT	Altro	null	null	null	null					
c_f822	Comune di Musei	Musei	Sasha	Sais	09010	SU	Sardegna	comune.musei.ci.it	Piazza Quattro Novembre 4	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00528900921	comune.musei@legalmail.it	Pec	comune.musei@tiscali.it	Altro	null	null	null	null	null	null					
c_f826	Comune di Musile di Piave	Musile di Piave	Silvia	Susanna	30024	VE	Veneto	www.comune.musile.ve.it	Piazza XVIII Giugno, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00617480272	comune.musiledipiave.ve@pecveneto.it	Pec	info@comune.musile.ve.it	Altro	null	null	null	null	null	null	http://www.facebook.com/pages/Comune-di-Musile-di-Piave/311211128577?fref=ts	https://twitter.com/comunemusile	https://www.youtube.com/channel/UCqdcm85jH3aZXTjVRIN2-ZA		
c_f828	Comune di Musso	Musso	Marco	Pozzi	22010	CO	Lombardia	www.comune.musso.co.it	Piazza Della Vittoria, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00700510134	comune.musso@halleypec.it	Pec	segreteria@comune.musso.co.it	Altro	null	null	null	null	null	null					
c_f829	Comune di Mussolente	Mussolente	Cristiano	Montagner	36065	VI	Veneto	www.comune.mussolente.vi.it	Piazza Della Vittoria 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00262470248	protocollo@pec.comune.mussolente.vi.it	Pec	segreteria@comune.mussolente.vi.it	Altro	null	null	null	null	null	null					
c_f830	Comune di Mussomeli	Mussomeli	Luigi	Amico	93014	CL	Sicilia	www.comune.mussomeli.cl.it	Piazza Della Repubblica 1	Rag.	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81001130855	comunemussomeli@legalmail.it	Pec	null	null	null	null	null	null	null	null	https://www.facebook.com/comunemussomeli/?ref=settings	@ComuneMussomeli			
c_f831	Comune di Pineto	Pineto	Robert	Verrocchio	64025	TE	Abruzzo	www.comune.pineto.te.it	Via Milano 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00159200674	protocollo@pec.comune.pineto.te.it	Pec	protocollo.fatture@pec.comune.pineto.te.it	Pec	null	null	null	null	null	null					
